rule_id,severity,confidence,file,line,column,details,code,triage_decision,triage_rationale,release_action,notes
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/blocks/block_builder.go,134,42,integer overflow conversion uint64 -> int64,"133: 	}
134: 	return b.Add(PendingChunk{ChunkID: int64(id), Data: data, Size: int64(len(data))})
135: }
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/blocks/block_format_v1.go,260,21,integer overflow conversion uint64 -> int,"259: 
260: 	payload := data[int(totalMin):]
261: 	if uint64(len(payload)) != header.PlaintextSize {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/blocks/block_format_v1.go,131,29,integer overflow conversion uint64 -> int,"130: 	tableSize := uint64(len(b.Entries)) * chunkEntrySizeV1
131: 	encoded := make([]byte, int(uint64(blockHeaderSizeV1)+tableSize+b.Header.PlaintextSize))
132: 
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/cli/render/inspect.go,272,15,integer overflow conversion uint -> int64,"271: 	case uint:
272: 		return int64(n), true
273: 	case uint8:
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/storage/restore_service.go,76,17,integer overflow conversion int64 -> uint64,"75: 		Offset: uint64(offset),
76: 		Size:   uint64(size),
77: 	})
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/storage/restore_service.go,75,17,integer overflow conversion int64 -> uint64,"74: 	chunk, err := blocks.SliceChunkFromPayload(block.Payload, blocks.ChunkEntry{
75: 		Offset: uint64(offset),
76: 		Size:   uint64(size),
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/storage/restore.go,1143,19,integer overflow conversion int64 -> uint64,"1142: 				Offset: uint64(seg.Offset),
1143: 				Size:   uint64(seg.Size),
1144: 			})
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/storage/restore.go,1142,19,integer overflow conversion int64 -> uint64,"1141: 			plaintext, err := blocks.SliceChunkFromPayload(cachedBlock.Payload, blocks.ChunkEntry{
1142: 				Offset: uint64(seg.Offset),
1143: 				Size:   uint64(seg.Size),
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/container/format.go,93,65,integer overflow conversion int64 -> uint64,"92: 	// max container size policy
93: 	binary.LittleEndian.PutUint64(h[hdrMaxSize:hdrUIDStart], uint64(maxSize))
94: 
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/blocks/block_builder.go,149,19,integer overflow conversion int64 -> uint64,"148: 			Offset:  offset,
149: 			Size:    uint64(chunk.Size),
150: 		}
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/blocks/block_builder.go,147,19,integer overflow conversion int64 -> uint64,"146: 		entry := ChunkEntry{
147: 			ChunkID: uint64(chunk.ChunkID),
148: 			Offset:  offset,
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/storage/restore.go,1412,45,integer overflow conversion int64 -> uint32,"1411: 	if descriptor.Mode.Valid {
1412: 		if err := os.Chmod(outputPath, os.FileMode(descriptor.Mode.Int64)); err != nil {
1413: 			metadataErrs = append(metadataErrs, fmt.Sprintf(""chmod: %v"", err))
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/snapshot/snapshot.go,1226,45,integer overflow conversion int64 -> uint32,"1225: 	if mode.Valid {
1226: 		if err := os.Chmod(outputPath, os.FileMode(mode.Int64)); err != nil {
1227: 			metadataErrs = append(metadataErrs, fmt.Sprintf(""chmod: %v"", err))
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/blocks/block_format_v1.go,284,20,integer overflow conversion int -> uint64,"283: func validateChunkCountSane(chunkCount uint32, totalDataLen int) (tableSize uint64, totalMin uint64, err error) {
284: 	totalLen := uint64(totalDataLen)
285: 	tableSize = uint64(chunkCount) * chunkEntrySizeV1
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/blocks/block_format_v1.go,211,24,integer overflow conversion int -> uint32,"210: 		Codec:         BlockCodecNoneV1,
211: 		ChunkCount:    uint32(len(entries)),
212: 		PlaintextSize: uint64(len(payload)),
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/blocks/block_format_v1.go,120,34,integer overflow conversion int -> uint32,"119: 	}
120: 	if b.Header.ChunkCount != uint32(len(b.Entries)) {
121: 		return nil, ErrBlockFormatInvalidLayout
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/chunk/benchmark/datasets.go,187,18,integer overflow conversion int -> byte,"186: 	for i := 0; i < len(block); i++ {
187: 		block[i] = byte(rng.Intn(256))
188: 	}
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/benchmark/scenarios.go,398,17,integer overflow conversion int -> byte,"397: 		for i := range buf {
398: 			buf[i] = byte(rng.Intn(256))
399: 		}
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/benchmark/dataset.go,86,17,integer overflow conversion int -> byte,"85: 	for i := range data {
86: 		data[i] = byte(rng.Intn(256))
87: 	}
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/benchmark/corpus.go,585,16,integer overflow conversion int -> byte,"584: 	for i := 0; i < len(buf); i++ {
585: 		buf[i] = byte(rng.Intn(256))
586: 	}
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/benchmark/corpus.go,576,16,integer overflow conversion int -> byte,"575: 	for i := 4; i < len(buf); i++ {
576: 		buf[i] = byte(rng.Intn(256))
577: 	}
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/benchmark/corpus.go,552,16,integer overflow conversion int -> byte,"551: 	for i := 2; i < len(buf); i++ {
552: 		buf[i] = byte(rng.Intn(256))
553: 	}
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/benchmark/corpus.go,538,16,integer overflow conversion int -> byte,"537: 		// ASCII printable range for text portions
538: 		buf[i] = byte(32 + rng.Intn(95))
539: 	}
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G115,HIGH,MEDIUM,/workspaces/coldkeep/internal/benchmark/corpus.go,531,16,integer overflow conversion int -> byte,"530: 	for i := 0; i < len(buf); i++ {
531: 		buf[i] = byte(rng.Intn(256))
532: 	}
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G404,HIGH,MEDIUM,/workspaces/coldkeep/internal/container/local_writer.go,328,23,Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand),"327: 
328: 	return time.Duration(rand.Int63n(int64(max) + 1))
329: }
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G404,HIGH,MEDIUM,/workspaces/coldkeep/internal/chunk/benchmark/datasets.go,184,9,Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand),"183: 	}
184: 	rng := rand.New(rand.NewSource(seed))
185: 	block := make([]byte, size)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G404,HIGH,MEDIUM,/workspaces/coldkeep/internal/chunk/benchmark/datasets.go,138,9,Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand),"137: 	}
138: 	rng := rand.New(rand.NewSource(seed))
139: 	var buffer bytes.Buffer
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G404,HIGH,MEDIUM,/workspaces/coldkeep/internal/chunk/benchmark/datasets.go,100,9,Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand),"99: 	}
100: 	rng := rand.New(rand.NewSource(seed))
101: 	data := make([]byte, size)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G404,HIGH,MEDIUM,/workspaces/coldkeep/internal/benchmark/scenarios.go,393,9,Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand),"392: 
393: 	rng := rand.New(rand.NewSource(seed))
394: 	buf := make([]byte, 64*1024)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G404,HIGH,MEDIUM,/workspaces/coldkeep/internal/benchmark/scenarios.go,353,9,Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand),"352: 
353: 	rng := rand.New(rand.NewSource(seed))
354: 	paths := make([]string, 0, fileCount)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G404,HIGH,MEDIUM,/workspaces/coldkeep/internal/benchmark/dataset.go,38,9,Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand),"37: 
38: 	rng := rand.New(rand.NewSource(cfg.Seed))
39: 	var repeatedTemplate []byte
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G404,HIGH,MEDIUM,/workspaces/coldkeep/internal/benchmark/corpus.go,396,9,Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand),"395: func generateCorpusContent(cc CorpusContent, size int64) ([]byte, error) {
396: 	rng := rand.New(rand.NewSource(cc.Seed))
397: 	buf := make([]byte, size)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G703,HIGH,HIGH,/workspaces/coldkeep/tests/utils/common.go,948,22,Path traversal via taint analysis,"947: 		}
948: 		return os.WriteFile(target, data, 0o644)
949: 	})
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G703,HIGH,HIGH,/workspaces/coldkeep/internal/iodebug/counters.go,159,23,Path traversal via taint analysis,"158: 
159: 	f, err := os.OpenFile(path, os.O_CREATE|os.O_WRONLY|os.O_APPEND, 0o644)
160: 	if err != nil {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G703,HIGH,HIGH,/workspaces/coldkeep/cmd/coldkeep/main.go,3189,25,Path traversal via taint analysis,"3188: 
3189: 	raw, err := os.ReadFile(baselinePath)
3190: 	if err != nil {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G703,HIGH,HIGH,/workspaces/coldkeep/cmd/coldkeep/init.go,100,24,Path traversal via taint analysis,"99: 
100: 	if err := os.WriteFile(envPath, []byte(content), 0600); err != nil {
101: 		return fmt.Errorf(""write .env: %w"", err)
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G122,HIGH,MEDIUM,/workspaces/coldkeep/tests/utils/common.go,944,27,Filesystem operation in filepath.Walk/WalkDir callback uses race-prone path; consider root-scoped APIs (e.g. os.Root) to prevent symlink TOCTOU traversal,"943: 
944: 		data, err := os.ReadFile(path)
945: 		if err != nil {
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G204,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,121,9,Subprocess launched with variable,"120: 
121: 	cmd := exec.Command(binPath, args...)
122: 	cmd.Dir = repoRoot
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G204,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,86,9,Subprocess launched with variable,"85: 	binPath := filepath.Join(t.TempDir(), ""coldkeep-test-bin"")
86: 	cmd := exec.Command(""go"", ""build"", ""-o"", binPath, ""./cmd/coldkeep"")
87: 	cmd.Dir = repoRoot
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G204,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/scenarios.go,449,9,Subprocess launched with a potential tainted input or cmd arguments,"448: func defaultCommandRunner(spec CommandSpec) error {
449: 	cmd := exec.Command(spec.Executable, spec.Args...)
450: 	cmd.Dir = spec.WorkingDir
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G201,MEDIUM,HIGH,/workspaces/coldkeep/internal/maintenance/gc.go,741-746,17,SQL string formatting,"740: 		`)
741: 		emptyQuery := fmt.Sprintf(`
742: 			WITH locked AS (%s)
743: 			SELECT NOT EXISTS (
744: 				SELECT 1 FROM locked WHERE live_ref_count > 0 OR pin_count > 0
745: 			)
746: 		`, chunkLockQuery)
747: 		if err := tx.QueryRowContext(ctx, emptyQuery, ac.id).Scan(&stillFullyDead); err != nil {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G201,MEDIUM,HIGH,/workspaces/coldkeep/internal/maintenance/gc.go,270-277,27,SQL string formatting,"269: 			`)
270: 			emptyContainerQuery := fmt.Sprintf(`
271: 				WITH locked_chunks AS (
272: 					%s
273: 				)
274: 				SELECT NOT EXISTS (
275: 					SELECT 1 FROM locked_chunks WHERE live_ref_count > 0 OR pin_count > 0
276: 				)
277: 			`, chunkLockQuery)
278: 			err = tx.QueryRowContext(ctx, emptyContainerQuery, containerID).Scan(&stillEmpty)
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G202,MEDIUM,HIGH,/workspaces/coldkeep/internal/observability/stats.go,353,12,SQL string concatenation,"352: 
353: 		query := `SELECT id, size FROM chunk WHERE id IN (` + strings.Join(placeholders, "", "") + `)`
354: 
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G202,MEDIUM,HIGH,/workspaces/coldkeep/internal/observability/inspect.go,1145,12,SQL string concatenation,"1144: 
1145: 		query := `SELECT id, total_size FROM logical_file WHERE id IN (` + strings.Join(placeholders, "", "") + `)`
1146: 		rows, err := s.db.QueryContext(ctx, query, args...)
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G202,MEDIUM,HIGH,/workspaces/coldkeep/internal/listing/search.go,69,4,SQL string concatenation,"68: 			}
69: 			query += fmt.Sprintf("" AND total_size <= $%d"", paramIndex)
70: 			params = append(params, size)
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,1191,24,Potential file inclusion via variable,"1190: 		}
1191: 		restored, readErr := os.ReadFile(outPath)
1192: 		if readErr != nil {
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,1187,20,Potential file inclusion via variable,"1186: 		}
1187: 		orig, readErr := os.ReadFile(srcPath)
1188: 		if readErr != nil {
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,944,16,Potential file inclusion via variable,"943: 
944: 		data, err := os.ReadFile(path)
945: 		if err != nil {
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,547,12,Potential file inclusion via variable,"546: 	t.Helper()
547: 	b, err := os.ReadFile(p)
548: 	if err != nil {
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,520,12,Potential file inclusion via variable,"519: 	containerPath := filepath.Join(containersDir, ContainerFilename)
520: 	f, err := os.OpenFile(containerPath, os.O_RDWR, 0)
521: 	if err != nil {
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,323,12,Potential file inclusion via variable,"322: 	t.Helper()
323: 	b, err := os.ReadFile(path)
324: 	if err != nil {
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/utils_hash/hash.go,12,15,Potential file inclusion via variable,"11: 
12: 	file, err := os.Open(path)
13: 	if err != nil {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/storage/store.go,83,12,Potential file inclusion via variable,"82: func hashFile(path string) (string, error) {
83: 	f, err := os.Open(path)
84: 	if err != nil {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/iodebug/counters.go,159,12,Potential file inclusion via variable,"158: 
159: 	f, err := os.OpenFile(path, os.O_CREATE|os.O_WRONLY|os.O_APPEND, 0o644)
160: 	if err != nil {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/container/container.go,487,12,Potential file inclusion via variable,"486: 
487: 	f, err := os.OpenFile(fullPath, os.O_CREATE|os.O_WRONLY|os.O_TRUNC, 0666)
488: 	if err != nil {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/container/container.go,96,12,Potential file inclusion via variable,"95: 	} else {
96: 		f, err = os.OpenFile(path, os.O_RDWR, 0644)
97: 	}
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/container/container.go,94,12,Potential file inclusion via variable,"93: 	if readonly {
94: 		f, err = os.OpenFile(path, os.O_RDONLY, 0644)
95: 	} else {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/chunk/simplecdc/chunker.go,37,15,Potential file inclusion via variable,"36: func (c Chunker) ChunkFile(filePath string) ([]shared.Result, error) {
37: 	file, err := os.Open(filePath)
38: 	if err != nil {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/chunk/fastcdc/chunker.go,47,15,Potential file inclusion via variable,"46: func (c Chunker) ChunkFile(filePath string) ([]shared.Result, error) {
47: 	file, err := os.Open(filePath)
48: 	if err != nil {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/scenarios.go,387,15,Potential file inclusion via variable,"386: 
387: 	file, err := os.Create(path)
388: 	if err != nil {
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/runner.go,139,12,Potential file inclusion via variable,"138: 
139: 	f, err := os.Open(path)
140: 	if err != nil {
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
